,ExperimentName,Parameters,nbCasCovidConnuTotal-repli1,nbCasCovidConnuTotal-repli2,nbCasCovidConnuTotal-repli3,nbCasCovidConnuTotal-Mean,nbCasCovidConnuTotal-Std,nbMortTotal-repli1,nbMortTotal-repli2,nbMortTotal-repli3,nbMortTotal-Mean,nbMortTotal-Std,epidemic_duration-repli1,epidemic_duration-repli2,epidemic_duration-repli3,epidemic_duration-Mean,epidemic_duration-Std,tauxDeMortCasConnu-repli1,tauxDeMortCasConnu-repli2,tauxDeMortCasConnu-repli3,tauxDeMortCasConnu-Mean,tauxDeMortCasConnu-Std,tauxMortalitePopulationGlobale-repli1,tauxMortalitePopulationGlobale-repli2,tauxMortalitePopulationGlobale-repli3,tauxMortalitePopulationGlobale-Mean,tauxMortalitePopulationGlobale-Std,epidemicDuration-repli1,epidemicDuration-repli2,epidemicDuration-repli3,epidemicDuration-Mean,epidemicDuration-Std
859,"[2, 0, 1, 0, 0, 4]-variantVaccin172-variantDpt5","[2, 0, 1, 0, 0, 4]",21249958.0,21275012.0,21248383.0,21257784.333333332,12198.757596119733,84844.0,83402.0,84896.0,84380.66666666667,692.3473758806982,,,,,,0.3992666714917743,0.3920185802950428,0.3995409909544646,0.39694208091376054,0.0034832414548126955,3.918125927359227,3.8515338573571998,3.9205273057504235,3.896729030155617,0.03197284668541423,364.0,364.0,364.0,364.0,0.0
860,"[2, 0, 1, 0, 1, 0]-variantVaccin173-variantDpt1","[2, 0, 1, 0, 1, 0]",121.0,115.0,112.0,116.0,3.7416573867739413,2.0,3.0,0.0,1.6666666666666667,1.247219128924647,,,,,,1.6528925619834711,2.608695652173913,0.0,1.420529404719128,1.077595387597825,9.236070735371334e-05,0.00013854106103057003,0.0,7.696725612809447e-05,5.759702048628131e-05,15.0,18.0,18.0,17.0,1.4142135623730951
861,"[2, 0, 1, 0, 1, 1]-variantVaccin173-variantDpt2","[2, 0, 1, 0, 1, 1]",197.0,241.0,180.0,206.0,25.703436864876,1.0,2.0,4.0,2.3333333333333335,1.247219128924647,,,,,,0.5076142131979695,0.8298755186721992,2.2222222222222223,1.1865706513641303,0.7440401957856461,4.618035367685667e-05,9.236070735371334e-05,0.00018472141470742668,0.00010775415857933223,5.7597020486281296e-05,8.0,11.0,8.0,9.0,1.4142135623730951
862,"[2, 0, 1, 0, 1, 2]-variantVaccin173-variantDpt3","[2, 0, 1, 0, 1, 2]",941.0,1285.0,1098.0,1108.0,140.61531448127073,10.0,15.0,13.0,12.666666666666666,2.0548046676563256,,,,,,1.0626992561105209,1.1673151750972763,1.1839708561020037,1.1379950957699336,0.0536746403803808,0.0004618035367685667,0.0006927053051528501,0.0006003445977991366,0.0005849511465735178,9.489160628922505e-05,41.0,44.0,63.0,49.333333333333336,9.741092797468305
863,"[2, 0, 1, 0, 1, 3]-variantVaccin173-variantDpt4","[2, 0, 1, 0, 1, 3]",9464674.0,9460249.0,9469990.0,9464971.0,3982.28803579048,48944.0,48784.0,48969.0,48899.0,81.95527235429498,,,,,,0.5171229352432002,0.515673530369021,0.517096638961604,0.5166310348579417,0.000677143021984753,2.260251230360073,2.2528623737717757,2.2614057392019946,2.2581731144446144,0.0037847234630046384,364.0,364.0,364.0,364.0,0.0
864,"[2, 0, 1, 0, 1, 4]-variantVaccin173-variantDpt5","[2, 0, 1, 0, 1, 4]",21620638.0,21613618.0,21591136.0,21608464.0,12583.449129710025,83119.0,82886.0,83676.0,83227.0,331.4342569298875,,,,,,0.38444286426700264,0.3834897054255331,0.38754792707525904,0.3851601655892649,0.0017326630043116586,3.838464817266649,3.8277047948599416,3.8641872742646584,3.84345229546375,0.015305751205648376,364.0,364.0,364.0,364.0,0.0
865,"[2, 0, 1, 0, 2, 0]-variantVaccin174-variantDpt1","[2, 0, 1, 0, 2, 0]",106.0,102.0,96.0,101.33333333333333,4.109609335312651,1.0,3.0,6.0,3.3333333333333335,2.0548046676563256,,,,,,0.9433962264150944,2.941176470588235,6.25,3.3781908990011096,2.1883398746442726,4.618035367685667e-05,0.00013854106103057003,0.00027708212206114006,0.00015393451225618893,9.489160628922505e-05,13.0,12.0,8.0,11.0,2.160246899469287
866,"[2, 0, 1, 0, 2, 1]-variantVaccin174-variantDpt2","[2, 0, 1, 0, 2, 1]",155.0,206.0,158.0,173.0,23.366642891095847,7.0,0.0,4.0,3.6666666666666665,2.8674417556808756,,,,,,4.516129032258064,0.0,2.5316455696202533,2.349258200626106,1.8482070993763107,0.0003232624757379967,0.0,0.00018472141470742668,0.0001693279634818078,0.00013241947442512966,8.0,14.0,7.0,9.666666666666666,3.0912061651652345
867,"[2, 0, 1, 0, 2, 2]-variantVaccin174-variantDpt3","[2, 0, 1, 0, 2, 2]",327.0,336.0,297.0,320.0,16.673332000533065,1.0,5.0,4.0,3.3333333333333335,1.699673171197595,,,,,,0.3058103975535168,1.488095238095238,1.3468013468013467,1.046902327483367,0.527196312192846,4.618035367685667e-05,0.00023090176838428336,0.00018472141470742668,0.00015393451225618888,7.849150818096948e-05,16.0,22.0,12.0,16.666666666666668,4.109609335312651
868,"[2, 0, 1, 0, 2, 3]-variantVaccin174-variantDpt4","[2, 0, 1, 0, 2, 3]",7640373.0,7600085.0,7613129.0,7617862.333333333,16784.597489629858,27890.0,27571.0,27321.0,27594.0,232.86190471321552,,,,,,0.36503453430873073,0.36277225846816186,0.3588668995363142,0.36222456410440224,0.0025475356076740743,1.2879700640475324,1.2732385312246153,1.261693442805401,1.274300679359183,0.010753645117522801,364.0,364.0,364.0,364.0,0.0
869,"[2, 0, 1, 0, 2, 4]-variantVaccin174-variantDpt5","[2, 0, 1, 0, 2, 4]",19978845.0,19989298.0,19992527.0,19986890.0,5839.413726279948,69641.0,70036.0,69120.0,69599.0,375.1328653512868,,,,,,0.3485737038352317,0.35036748163942527,0.3457291817087455,0.34822345572780083,0.0019097053637154185,3.216046010409975,3.234287250112334,3.191986046144333,3.2141064355555478,0.017323768397735303,364.0,364.0,364.0,364.0,0.0
870,"[2, 0, 1, 1, 0, 0]-variantVaccin175-variantDpt1","[2, 0, 1, 1, 0, 0]",122.0,121.0,117.0,120.0,2.160246899469287,3.0,1.0,3.0,2.3333333333333335,0.9428090415820634,,,,,,2.459016393442623,0.8264462809917356,2.564102564102564,1.9498550795123073,0.795527612033284,0.00013854106103057003,4.618035367685667e-05,0.00013854106103057003,0.00010775415857933224,4.3539254989997966e-05,16.0,17.0,18.0,17.0,0.816496580927726
871,"[2, 0, 1, 1, 0, 1]-variantVaccin175-variantDpt2","[2, 0, 1, 1, 0, 1]",223.0,271.0,310.0,268.0,35.58089374931439,4.0,2.0,1.0,2.3333333333333335,1.247219128924647,,,,,,1.7937219730941705,0.7380073800738007,0.3225806451612903,0.9514366661097539,0.6192620591162743,0.00018472141470742668,9.236070735371334e-05,4.618035367685667e-05,0.00010775415857933223,5.7597020486281296e-05,12.0,14.0,24.0,16.666666666666668,5.2493385826745405
872,"[2, 0, 1, 1, 0, 2]-variantVaccin175-variantDpt3","[2, 0, 1, 1, 0, 2]",146699.0,134084.0,155489.0,145424.0,8784.938815950854,2166.0,1856.0,2269.0,2097.0,175.52397746936646,,,,,,1.4764926822950395,1.3842069150681662,1.459267215044151,1.4399889374691188,0.040065818331491754,0.10002664606407155,0.08571073642424598,0.10478322249278778,0.09684020166036844,0.008105759358303963,72.0,71.0,71.0,71.33333333333333,0.4714045207910317
873,"[2, 0, 1, 1, 0, 3]-variantVaccin175-variantDpt4","[2, 0, 1, 1, 0, 3]",2048298.0,2058795.0,2044151.0,2050414.6666666667,6162.893927008281,35112.0,34901.0,34918.0,34977.0,95.71137166850481,,,,,,1.7142036949701653,1.6952149194067405,1.7081908332603608,1.7058698158790888,0.007923961156418956,1.6214845783017913,1.6117405236759745,1.6125255896884811,1.6152502305554155,0.004419984994548612,77.0,75.0,75.0,75.66666666666667,0.9428090415820634
874,"[2, 0, 1, 1, 0, 4]-variantVaccin175-variantDpt5","[2, 0, 1, 1, 0, 4]",10952276.0,10926719.0,10968879.0,10949291.333333334,17340.656972047575,59646.0,59081.0,59686.0,59471.0,276.25471338362115,,,,,,0.5445991317238535,0.5407021082906955,0.5441394694936466,0.5431469031693985,0.0017388863947306544,2.754473375409793,2.7283814755823688,2.756320589556867,2.746391813516343,0.012757540368954318,364.0,364.0,364.0,364.0,0.0
875,"[2, 0, 1, 1, 1, 0]-variantVaccin176-variantDpt1","[2, 0, 1, 1, 1, 0]",105.0,96.0,103.0,101.33333333333333,3.858612300930075,1.0,1.0,0.0,0.6666666666666666,0.4714045207910317,,,,,,0.9523809523809524,1.0416666666666665,0.0,0.6646825396825397,0.47141287184590164,4.618035367685667e-05,4.618035367685667e-05,0.0,3.078690245123778e-05,2.176962749499898e-05,14.0,9.0,14.0,12.333333333333334,2.357022603955158
876,"[2, 0, 1, 1, 1, 1]-variantVaccin176-variantDpt2","[2, 0, 1, 1, 1, 1]",173.0,205.0,170.0,182.66666666666666,15.839472494022298,1.0,1.0,5.0,2.3333333333333335,1.8856180831641267,,,,,,0.5780346820809248,0.4878048780487805,2.941176470588235,1.3356720102393134,1.1358605499896341,4.618035367685667e-05,4.618035367685667e-05,0.00023090176838428336,0.00010775415857933223,8.707850997999592e-05,6.0,11.0,11.0,9.333333333333334,2.357022603955158
877,"[2, 0, 1, 1, 1, 2]-variantVaccin176-variantDpt3","[2, 0, 1, 1, 1, 2]",441.0,447.0,313.0,400.3333333333333,61.80255298574288,3.0,3.0,7.0,4.333333333333333,1.8856180831641267,,,,,,0.6802721088435374,0.6711409395973155,2.2364217252396164,1.1959449245601563,0.7357376453270438,0.00013854106103057003,0.00013854106103057003,0.0003232624757379967,0.00020011486593304558,8.707850997999589e-05,40.0,33.0,12.0,28.333333333333332,11.897712198383164
878,"[2, 0, 1, 1, 1, 3]-variantVaccin176-variantDpt4","[2, 0, 1, 1, 1, 3]",5183551.0,5180706.0,5175983.0,5180080.0,3121.1710409182424,30417.0,30523.0,30701.0,30547.0,117.1779273868021,,,,,,0.5867985093616326,0.5891668046787446,0.5931433700613004,0.5897028947005593,0.002617869198179317,1.4046678177889493,1.409562935278696,1.4177830382331766,1.4106712637669407,0.005411318129843563,364.0,364.0,364.0,364.0,0.0
879,"[2, 0, 1, 1, 1, 4]-variantVaccin176-variantDpt5","[2, 0, 1, 1, 1, 4]",12175621.0,12181601.0,12173906.0,12177042.666666666,3298.394390541488,53152.0,52863.0,52918.0,52977.666666666664,125.30052762148378,,,,,,0.4365444686558493,0.4339577367539784,0.4346838229242118,0.4350620094446798,0.00108936197419618,2.4545781586322857,2.441232036419674,2.443771955871901,2.446527383641287,0.005786422681456983,364.0,364.0,364.0,364.0,0.0
880,"[2, 0, 1, 1, 2, 0]-variantVaccin177-variantDpt1","[2, 0, 1, 1, 2, 0]",92.0,94.0,92.0,92.66666666666667,0.9428090415820634,2.0,0.0,0.0,0.6666666666666666,0.9428090415820634,,,,,,2.1739130434782608,0.0,0.0,0.7246376811594203,1.0247924365022425,9.236070735371334e-05,0.0,0.0,3.078690245123778e-05,4.353925498999795e-05,7.0,8.0,6.0,7.0,0.816496580927726
881,"[2, 0, 1, 1, 2, 1]-variantVaccin177-variantDpt2","[2, 0, 1, 1, 2, 1]",132.0,146.0,136.0,138.0,5.887840577551898,2.0,3.0,1.0,2.0,0.816496580927726,,,,,,1.5151515151515151,2.054794520547945,0.7352941176470588,1.4350800511155064,0.5416511225432552,9.236070735371334e-05,0.00013854106103057003,4.618035367685667e-05,9.236070735371335e-05,3.7706100883186626e-05,4.0,3.0,5.0,4.0,0.816496580927726
882,"[2, 0, 1, 1, 2, 2]-variantVaccin177-variantDpt3","[2, 0, 1, 1, 2, 2]",191.0,196.0,173.0,186.66666666666666,9.877021593352701,1.0,4.0,2.0,2.3333333333333335,1.247219128924647,,,,,,0.5235602094240838,2.0408163265306123,1.1560693641618496,1.2401486333721818,0.6222638903538715,4.618035367685667e-05,0.00018472141470742668,9.236070735371334e-05,0.00010775415857933223,5.7597020486281296e-05,7.0,6.0,5.0,6.0,0.816496580927726
883,"[2, 0, 1, 1, 2, 3]-variantVaccin177-variantDpt4","[2, 0, 1, 1, 2, 3]",410.0,444.0,391.0,415.0,21.924111536540465,4.0,9.0,2.0,5.0,2.943920288775949,,,,,,0.975609756097561,2.027027027027027,0.5115089514066496,1.1713819115104125,0.6340051587641162,0.00018472141470742668,0.00041562318309171003,9.236070735371334e-05,0.00023090176838428336,0.00013595128013214736,18.0,19.0,11.0,16.0,3.559026084010437
884,"[2, 0, 1, 1, 2, 4]-variantVaccin177-variantDpt5","[2, 0, 1, 1, 2, 4]",1451.0,1711.0,1004.0,1388.6666666666667,291.9775486041502,18.0,19.0,9.0,15.333333333333334,4.4969125210773475,,,,,,1.2405237767057202,1.1104617182933958,0.8964143426294822,1.0824666125428661,0.14186994070757133,0.0008312463661834201,0.0008774267198602768,0.00041562318309171003,0.000708098756378469,0.0002076690106772371,54.0,56.0,31.0,47.0,11.343133018115703
885,"[2, 0, 1, 2, 0, 0]-variantVaccin178-variantDpt1","[2, 0, 1, 2, 0, 0]",142.0,121.0,136.0,133.0,8.831760866327848,1.0,1.0,3.0,1.6666666666666667,0.9428090415820634,,,,,,0.7042253521126761,0.8264462809917356,2.2058823529411766,1.2455179953485294,0.6809107936505675,4.618035367685667e-05,4.618035367685667e-05,0.00013854106103057003,7.696725612809447e-05,4.353925498999796e-05,24.0,15.0,27.0,22.0,5.0990195135927845
886,"[2, 0, 1, 2, 0, 1]-variantVaccin178-variantDpt2","[2, 0, 1, 2, 0, 1]",282.0,290.0,306.0,292.6666666666667,9.977753031397176,3.0,3.0,5.0,3.6666666666666665,0.9428090415820634,,,,,,1.0638297872340425,1.0344827586206897,1.6339869281045754,1.2440998246531025,0.27595202131341945,0.00013854106103057003,0.00013854106103057003,0.00023090176838428336,0.0001693279634818078,4.3539254989997946e-05,18.0,13.0,25.0,18.666666666666668,4.9216076867444665
887,"[2, 0, 1, 2, 0, 2]-variantVaccin178-variantDpt3","[2, 0, 1, 2, 0, 2]",821818.0,1878146.0,1850434.0,1516799.3333333333,491556.2219436913,8637.0,13931.0,13913.0,12160.333333333334,2491.3837297551913,,,,,,1.0509626218943853,0.741742122284423,0.7518776676174346,0.8481941372654144,0.14343866537965813,0.39885971470701104,0.6433385070722903,0.6425072607061069,0.5615684941618028,0.11505298178486108,178.0,364.0,363.0,301.6666666666667,87.44649157564234
888,"[2, 0, 1, 2, 0, 3]-variantVaccin178-variantDpt4","[2, 0, 1, 2, 0, 3]",10345313.0,10362508.0,10343104.0,10350308.333333334,8673.477592958638,62406.0,62188.0,62002.0,62198.666666666664,165.1046805985692,,,,,,0.6032296944519707,0.600124989047053,0.5994525434531065,0.6009357423173767,0.0016451358740360838,2.881931151557917,2.8718638344563625,2.8632742886724674,2.872356424895582,0.007624592543746248,364.0,364.0,364.0,364.0,0.0
889,"[2, 0, 1, 2, 0, 4]-variantVaccin178-variantDpt5","[2, 0, 1, 2, 0, 4]",23250247.0,23189116.0,23260920.0,23233427.666666668,31634.591660958034,85985.0,86244.0,86783.0,86337.33333333333,332.3996924721134,,,,,,0.369824028106024,0.37191585914702396,0.37308498546059227,0.3716082909045468,0.0013489278174198503,3.970817710904521,3.9827784225068266,4.0076696331386525,3.98708858885,0.015350335360440635,364.0,364.0,364.0,364.0,0.0
890,"[2, 0, 1, 2, 1, 0]-variantVaccin179-variantDpt1","[2, 0, 1, 2, 1, 0]",129.0,135.0,123.0,129.0,4.898979485566356,1.0,3.0,0.0,1.3333333333333333,1.247219128924647,,,,,,0.7751937984496124,2.2222222222222223,0.0,0.9991386735572783,0.9209348082428017,4.618035367685667e-05,0.00013854106103057003,0.0,6.157380490247556e-05,5.759702048628131e-05,15.0,28.0,19.0,20.666666666666668,5.436502143433364
891,"[2, 0, 1, 2, 1, 1]-variantVaccin179-variantDpt2","[2, 0, 1, 2, 1, 1]",250.0,308.0,224.0,260.6666666666667,35.11251755270318,0.0,3.0,2.0,1.6666666666666667,1.247219128924647,,,,,,0.0,0.974025974025974,0.8928571428571428,0.6222943722943722,0.4412745246293315,0.0,0.00013854106103057003,9.236070735371334e-05,7.696725612809447e-05,5.759702048628131e-05,14.0,13.0,12.0,13.0,0.816496580927726
892,"[2, 0, 1, 2, 1, 2]-variantVaccin179-variantDpt3","[2, 0, 1, 2, 1, 2]",1834312.0,1923914.0,1913550.0,1890592.0,40020.26090203145,9554.0,11374.0,10937.0,10621.666666666666,775.7475247928427,,,,,,0.5208492339362115,0.5911906665266743,0.5715554858770349,0.5611984621133069,0.029635904357737806,0.4412070990286886,0.5252553427205677,0.5050745281637814,0.49051232330434597,0.035824295058879616,364.0,364.0,364.0,364.0,0.0
893,"[2, 0, 1, 2, 1, 3]-variantVaccin179-variantDpt4","[2, 0, 1, 2, 1, 3]",11030278.0,11032313.0,11027231.0,11029940.666666666,2088.3847559510887,53927.0,53798.0,54237.0,53987.333333333336,184.22872257664443,,,,,,0.4888997357999499,0.4876402618381114,0.49184604911241997,0.4894620155834937,0.0017624378126940385,2.4903679327318495,2.4844106671075354,2.504683842371675,2.4931541474036867,0.008507747566024794,364.0,364.0,364.0,364.0,0.0
894,"[2, 0, 1, 2, 1, 4]-variantVaccin179-variantDpt5","[2, 0, 1, 2, 1, 4]",23533114.0,23536528.0,23467077.0,23512239.666666668,31965.227923827202,82448.0,81412.0,82194.0,82018.0,440.8748877705178,,,,,,0.3503488743563644,0.34589638709668646,0.3502523982854788,0.3488325532461765,0.0020765565488924274,3.807477799949479,3.759634953540255,3.795747990115557,3.7876202478684307,0.020359758244487266,364.0,364.0,364.0,364.0,0.0
895,"[2, 0, 1, 2, 2, 0]-variantVaccin180-variantDpt1","[2, 0, 1, 2, 2, 0]",127.0,143.0,118.0,129.33333333333334,10.338708279513881,1.0,0.0,3.0,1.3333333333333333,1.247219128924647,,,,,,0.7874015748031495,0.0,2.5423728813559325,1.109924818719694,1.0626792865561885,4.618035367685667e-05,0.0,0.00013854106103057003,6.157380490247556e-05,5.759702048628131e-05,18.0,21.0,19.0,19.333333333333332,1.247219128924647
896,"[2, 0, 1, 2, 2, 1]-variantVaccin180-variantDpt2","[2, 0, 1, 2, 2, 1]",213.0,255.0,234.0,234.0,17.146428199482248,2.0,4.0,4.0,3.3333333333333335,0.9428090415820634,,,,,,0.9389671361502347,1.5686274509803921,1.7094017094017095,1.4056654321774456,0.3349724591609928,9.236070735371334e-05,0.00018472141470742668,0.00018472141470742668,0.00015393451225618888,4.353925498999795e-05,9.0,12.0,12.0,11.0,1.4142135623730951
897,"[2, 0, 1, 2, 2, 2]-variantVaccin180-variantDpt3","[2, 0, 1, 2, 2, 2]",1260187.0,1239047.0,1239031.0,1246088.3333333333,9969.264945599327,3241.0,3247.0,3187.0,3225.0,26.981475126464083,,,,,,0.2571840528429511,0.2620562416114966,0.2572171317747498,0.25881914207639917,0.002289014868748598,0.14967052626669247,0.1499476083887536,0.1471767871681422,0.14893164060786276,0.0012460140640634242,364.0,364.0,364.0,364.0,0.0
898,"[2, 0, 1, 2, 2, 3]-variantVaccin180-variantDpt4","[2, 0, 1, 2, 2, 3]",11150495.0,11155076.0,11151668.0,11152413.0,1942.9632008867281,43617.0,43413.0,43549.0,43526.333333333336,84.810900766876,,,,,,0.3911664908149818,0.3891770885290248,0.39051557130287595,0.3902863835489609,0.0008281809921956414,2.0142484863234573,2.0048276941733785,2.0111082222734313,2.010061467590089,0.003916597393067192,364.0,364.0,364.0,364.0,0.0
899,"[2, 0, 1, 2, 2, 4]-variantVaccin180-variantDpt5","[2, 0, 1, 2, 2, 4]",23804248.0,23798249.0,23782044.0,23794847.0,9378.507592717866,75620.0,75394.0,75927.0,75647.0,218.43229309483218,,,,,,0.31767439156238,0.3168048203882563,0.31926187673355577,0.31791369622806404,0.0010172615243085096,3.4921583450439013,3.4817215851129317,3.5063357136226965,3.4934052145931767,0.010087280549566226,364.0,364.0,364.0,364.0,0.0
900,"[2, 0, 2, 0, 0, 0]-variantVaccin181-variantDpt1","[2, 0, 2, 0, 0, 0]",124.0,121.0,145.0,130.0,10.677078252031311,3.0,1.0,3.0,2.3333333333333335,0.9428090415820634,,,,,,2.4193548387096775,0.8264462809917356,2.0689655172413794,1.7715888789809309,0.6834540057921858,0.00013854106103057003,4.618035367685667e-05,0.00013854106103057003,0.00010775415857933224,4.3539254989997966e-05,19.0,15.0,23.0,19.0,3.265986323710904
901,"[2, 0, 2, 0, 0, 1]-variantVaccin181-variantDpt2","[2, 0, 2, 0, 0, 1]",234.0,301.0,300.0,278.3333333333333,31.351058816073323,4.0,2.0,3.0,3.0,0.816496580927726,,,,,,1.7094017094017095,0.6644518272425249,1.0,1.1246178455480782,0.43560476705985585,0.00018472141470742668,9.236070735371334e-05,0.00013854106103057003,0.00013854106103057,3.770610088318661e-05,13.0,13.0,18.0,14.666666666666666,2.357022603955158
902,"[2, 0, 2, 0, 0, 2]-variantVaccin181-variantDpt3","[2, 0, 2, 0, 0, 2]",361660.0,337718.0,336342.0,345240.0,11624.274715725995,4834.0,4314.0,4370.0,4506.0,233.05507217536945,,,,,,1.336614499806448,1.2773971183058055,1.2992727640318484,1.3044281273813674,0.02444869316749303,0.22323582967392513,0.19922204576195965,0.20180814556786364,0.20808867366791614,0.010762565659243925,90.0,92.0,93.0,91.66666666666667,1.247219128924647
903,"[2, 0, 2, 0, 0, 3]-variantVaccin181-variantDpt4","[2, 0, 2, 0, 0, 3]",14048376.0,14032907.0,14175605.0,14085629.333333334,63935.060461551315,74593.0,74472.0,74614.0,74559.66666666667,62.57972692671503,,,,,,0.5309724056360678,0.5306954574700737,0.5263549598059483,0.5293409409706966,0.002114432580912402,3.444731121817769,3.4391432990228696,3.4457009092449837,3.443191776695208,0.0028899539224769228,364.0,364.0,364.0,364.0,0.0
904,"[2, 0, 2, 0, 0, 4]-variantVaccin181-variantDpt5","[2, 0, 2, 0, 0, 4]",27120766.0,27108877.0,27706238.0,27311960.333333332,278838.65813325736,98788.0,97133.0,99354.0,98425.0,942.3506070813912,,,,,,0.36425224862749084,0.358306985567864,0.358597944621713,0.360385726272356,0.0027366233006904145,4.562064779029316,4.485636293694119,4.588202859210417,4.545301310644617,0.043518084322618965,364.0,364.0,364.0,364.0,0.0
905,"[2, 0, 2, 0, 1, 0]-variantVaccin182-variantDpt1","[2, 0, 2, 0, 1, 0]",121.0,115.0,112.0,116.0,3.7416573867739413,2.0,3.0,0.0,1.6666666666666667,1.247219128924647,,,,,,1.6528925619834711,2.608695652173913,0.0,1.420529404719128,1.077595387597825,9.236070735371334e-05,0.00013854106103057003,0.0,7.696725612809447e-05,5.759702048628131e-05,15.0,18.0,18.0,17.0,1.4142135623730951
906,"[2, 0, 2, 0, 1, 1]-variantVaccin182-variantDpt2","[2, 0, 2, 0, 1, 1]",197.0,241.0,180.0,206.0,25.703436864876,1.0,2.0,4.0,2.3333333333333335,1.247219128924647,,,,,,0.5076142131979695,0.8298755186721992,2.2222222222222223,1.1865706513641303,0.7440401957856461,4.618035367685667e-05,9.236070735371334e-05,0.00018472141470742668,0.00010775415857933223,5.7597020486281296e-05,8.0,11.0,8.0,9.0,1.4142135623730951
907,"[2, 0, 2, 0, 1, 2]-variantVaccin182-variantDpt3","[2, 0, 2, 0, 1, 2]",941.0,1285.0,1098.0,1108.0,140.61531448127073,10.0,15.0,13.0,12.666666666666666,2.0548046676563256,,,,,,1.0626992561105209,1.1673151750972763,1.1839708561020037,1.1379950957699336,0.0536746403803808,0.0004618035367685667,0.0006927053051528501,0.0006003445977991366,0.0005849511465735178,9.489160628922505e-05,41.0,44.0,63.0,49.333333333333336,9.741092797468305
908,"[2, 0, 2, 0, 1, 3]-variantVaccin182-variantDpt4","[2, 0, 2, 0, 1, 3]",18181234.0,18169766.0,18173681.0,18174893.666666668,4759.669199523102,70377.0,70719.0,70636.0,70577.33333333333,145.65331746612875,,,,,,0.3870859370711581,0.3892124972880774,0.38867194818705136,0.3883234608487623,0.0009024585522363429,3.2500347507161416,3.2658284316736266,3.2619954623184477,3.2592862149027386,0.006726321714793359,364.0,364.0,364.0,364.0,0.0
909,"[2, 0, 2, 0, 1, 4]-variantVaccin182-variantDpt5","[2, 0, 2, 0, 1, 4]",28918483.0,28966289.0,28924669.0,28936480.333333332,21228.661526865566,97757.0,97505.0,97776.0,97679.33333333333,123.51608082441017,,,,,,0.3380433199072026,0.3366154359641996,0.3380367118462099,0.3375651559058707,0.0006715588295517252,4.514452834388477,4.5028153852619095,4.515330261108338,4.510866160252909,0.005704016297250496,364.0,364.0,364.0,364.0,0.0
910,"[2, 0, 2, 0, 2, 0]-variantVaccin183-variantDpt1","[2, 0, 2, 0, 2, 0]",106.0,102.0,96.0,101.33333333333333,4.109609335312651,1.0,3.0,6.0,3.3333333333333335,2.0548046676563256,,,,,,0.9433962264150944,2.941176470588235,6.25,3.3781908990011096,2.1883398746442726,4.618035367685667e-05,0.00013854106103057003,0.00027708212206114006,0.00015393451225618893,9.489160628922505e-05,13.0,12.0,8.0,11.0,2.160246899469287
911,"[2, 0, 2, 0, 2, 1]-variantVaccin183-variantDpt2","[2, 0, 2, 0, 2, 1]",155.0,206.0,158.0,173.0,23.366642891095847,7.0,0.0,4.0,3.6666666666666665,2.8674417556808756,,,,,,4.516129032258064,0.0,2.5316455696202533,2.349258200626106,1.8482070993763107,0.0003232624757379967,0.0,0.00018472141470742668,0.0001693279634818078,0.00013241947442512966,8.0,14.0,7.0,9.666666666666666,3.0912061651652345
912,"[2, 0, 2, 0, 2, 2]-variantVaccin183-variantDpt3","[2, 0, 2, 0, 2, 2]",327.0,336.0,297.0,320.0,16.673332000533065,1.0,5.0,4.0,3.3333333333333335,1.699673171197595,,,,,,0.3058103975535168,1.488095238095238,1.3468013468013467,1.046902327483367,0.527196312192846,4.618035367685667e-05,0.00023090176838428336,0.00018472141470742668,0.00015393451225618888,7.849150818096948e-05,16.0,22.0,12.0,16.666666666666668,4.109609335312651
913,"[2, 0, 2, 0, 2, 3]-variantVaccin183-variantDpt4","[2, 0, 2, 0, 2, 3]",11236170.0,11242096.0,11249495.0,11242587.0,5450.97648744394,37819.0,37493.0,37268.0,37526.666666666664,226.20099223674703,,,,,,0.33658266117369173,0.3335054246112113,0.3312859821707552,0.3337913559852194,0.002171791837480249,1.7464947957050423,1.7314400004063872,1.7210494208290943,1.7329947389801745,0.010446041823548868,364.0,364.0,364.0,364.0,0.0
914,"[2, 0, 2, 0, 2, 4]-variantVaccin183-variantDpt5","[2, 0, 2, 0, 2, 4]",22470822.0,22459161.0,22476388.0,22468790.333333332,7178.1211252589555,75079.0,74908.0,74672.0,74886.33333333333,166.86188566862384,,,,,,0.33411772831452274,0.33352982330907194,0.33222419901275957,0.33329058354545144,0.0007913238075241749,3.4671747737047216,3.4592779332259793,3.4483793697582414,3.4582773588963143,0.007705740895364063,364.0,364.0,364.0,364.0,0.0
915,"[2, 0, 2, 1, 0, 0]-variantVaccin184-variantDpt1","[2, 0, 2, 1, 0, 0]",122.0,121.0,117.0,120.0,2.160246899469287,3.0,1.0,3.0,2.3333333333333335,0.9428090415820634,,,,,,2.459016393442623,0.8264462809917356,2.564102564102564,1.9498550795123073,0.795527612033284,0.00013854106103057003,4.618035367685667e-05,0.00013854106103057003,0.00010775415857933224,4.3539254989997966e-05,16.0,17.0,18.0,17.0,0.816496580927726
